timestamp,red,green,ir,,,,
36044,156316,37569,191703,,,,
36054,156311,37555,191704,,,,
36064,156305,37567,191689,,,,
36074,156320,37565,191706,,,,
36083,156314,37546,191688,,,,
36094,156315,37544,191692,,,,
36104,156322,37547,191685,,,,
36114,156321,37542,191676,,,,
36124,156345,37538,191701,,,,
36133,156330,37546,191686,,,,
36144,156330,37550,191673,,,,
36154,156340,37537,191678,,,,
36165,156351,37530,191673,,,,
36174,156352,37552,191686,,,,
36184,156339,37540,191681,,,,
36194,156343,37529,191712,,,,
36204,156338,37541,191696,,,,
36214,156353,37548,191698,,,,
36224,156336,37550,191710,,,,
36234,156351,37554,191692,,,,
36244,156365,37552,191682,,,,
36253,156362,37557,191704,,,,
36264,156375,37547,191702,,,,
36274,156360,37552,191696,,,,
36284,156377,37553,191700,,,,
36294,156379,37549,191717,,,,
36304,156378,37562,191723,,,,
36314,156388,37563,191720,,,,
36324,156384,37553,191729,,,,
36333,156396,37541,191717,,,,
36343,156399,37561,191714,,,,
36354,156407,37541,191724,,,,
36364,156400,37560,191737,,,,
36374,156421,37556,191725,,,,
36383,156423,37561,191721,,,,
36394,156416,37552,191750,,,,
36404,156433,37560,191736,,,,
36414,156423,37565,191741,,,,
36423,156432,37579,191715,,,,
36433,156438,37573,191729,,,,
36443,156449,37573,191735,,,,
36454,156442,37593,191733,,,,
36463,156443,37572,191751,,,,
36473,156442,37569,191757,,,,
36484,156448,37578,191768,,,,
36494,156457,37590,191770,,,,
36504,156473,37582,191774,,,,
36514,156457,37576,191763,,,,
36524,156472,37595,191755,,,,
36534,156448,37592,191772,,,,
36543,156481,37592,191764,,,,
36553,156474,37598,191776,,,,
36564,156507,37594,191767,,,,
36574,156489,37597,191782,,,,
36583,156486,37610,191789,,,,
36593,156490,37610,191798,,,,
36603,156488,37626,191799,,,,
36614,156498,37629,191785,,,,
36624,156520,37615,191787,,,,
36633,156514,37613,191794,,,,
36643,156497,37616,191784,,,,
36653,156530,37608,191813,,,,
36663,156524,37632,191765,,,,
36673,156503,37633,191800,,,,
36684,156526,37612,191786,,,,
36694,156525,37626,191811,,,,
36704,156518,37641,191801,,,,
36713,156512,37631,191816,,,,
36723,156511,37644,191828,,,,
36734,156540,37643,191781,,,,
36744,156537,37643,191815,,,,
36753,156546,37637,191816,,,,
36763,156534,37657,191828,,,,
36773,156531,37653,191833,,,,
36784,156539,37663,191839,,,,
36793,156548,37656,191844,,,,
36804,156544,37674,191839,,,,
36814,156548,37665,191830,,,,
36824,156564,37661,191817,,,,
36833,156541,37672,191824,,,,
36843,156550,37672,191858,,,,
36854,156567,37675,191851,,,,
36864,156584,37668,191858,,,,
36874,156591,37659,191873,,,,
36883,156584,37653,191889,,,,
36893,156591,37665,191889,,,,
36903,156625,37661,191903,,,,
36913,156632,37630,191902,,,,
36922,156616,37665,191894,,,,
36933,156620,37630,191902,,,,
36944,156630,37643,191903,,,,
36954,156630,37639,191894,,,,
36963,156633,37640,191866,,,,
36973,156626,37631,191898,,,,
36983,156629,37632,191894,,,,
36993,156641,37617,191902,,,,
37002,156644,37632,191875,,,,
37013,156632,37624,191876,,,,
37023,156639,37613,191896,,,,
37033,156644,37617,191908,,,,
37043,156632,37617,191902,,,,
37053,156642,37613,191887,,,,
37063,156642,37602,191898,,,,
37074,156652,37616,191889,,,,
37083,156659,37604,191903,,,,
37093,156659,37622,191906,,,,
37103,156664,37615,191917,,,,
37113,156676,37619,191904,,,,
37123,156668,37620,191906,,,,
37133,156664,37608,191917,,,,
37143,156665,37614,191894,,,,
37153,156653,37623,191889,,,,
37164,156629,37630,191884,,,,
37172,156652,37623,191871,,,,
37183,156668,37614,191884,,,,
37194,156650,37624,191889,,,,
37204,156647,37615,191877,,,,
37213,156637,37625,191893,,,,
37223,156634,37640,191902,,,,
37233,156653,37618,191868,,,,
37243,156636,37619,191863,,,,
37252,156651,37604,191864,,,,
37263,156638,37621,191868,,,,
37273,156658,37621,191847,,,,
37284,156637,37627,191854,,,,
37292,156655,37620,191852,,,,
37303,156643,37609,191853,,,,
37313,156653,37632,191827,,,,
37323,156629,37620,191824,,,,
37333,156635,37624,191842,,,,
37343,156643,37626,191851,,,,
37353,156652,37634,191824,,,,
37363,156633,37634,191844,,,,
37374,156647,37633,191845,,,,
37383,156653,37624,191841,,,,
37393,156650,37635,191837,,,,
37403,156646,37623,191835,,,,
37414,156660,37633,191844,,,,
37423,156628,37638,191809,,,,
37433,156643,37634,191847,,,,
37443,156643,37647,191836,,,,
37453,156657,37632,191834,,,,
37462,156640,37646,191835,,,,
37473,156632,37629,191850,,,,
37483,156647,37642,191828,,,,
37493,156639,37646,191847,,,,
37502,156630,37653,191835,,,,
37512,156620,37659,191830,,,,
37522,156639,37654,191814,,,,
37533,156626,37652,191826,,,,
37542,156609,37654,191806,,,,
37552,156629,37653,191836,,,,
37563,156621,37660,191821,,,,
37573,156616,37659,191794,,,,
37583,156614,37669,191825,,,,
37593,156614,37655,191815,,,,
37603,156616,37653,191803,,,,
37613,156619,37660,191798,,,,
37623,156611,37656,191801,,,,
37632,156603,37663,191803,,,,
37642,156601,37672,191806,,,,
37653,156598,37669,191809,,,,
37663,156593,37692,191792,,,,
37672,156584,37678,191777,,,,
37682,156589,37683,191779,,,,
37693,156582,37661,191784,,,,
37703,156557,37675,191774,,,,
37712,156583,37666,191794,,,,
37723,156595,37675,191783,,,,
37733,156563,37696,191779,,,,
37743,156562,37680,191758,,,,
37752,156568,37669,191764,,,,
37762,156544,37693,191758,,,,
37773,156576,37706,191746,,,,
37783,156572,37683,191761,,,,
37792,156561,37698,191767,,,,
37802,156583,37692,191757,,,,
37812,156568,37690,191774,,,,
37822,156570,37689,191782,,,,
37833,156562,37669,191777,,,,
37843,156598,37678,191808,,,,
37852,156590,37651,191785,,,,
37863,156573,37657,191791,,,,
37873,156576,37649,191756,,,,
37883,156547,37656,191762,,,,
37892,156568,37635,191752,,,,
37903,156548,37618,191752,,,,
37913,156558,37617,191734,,,,
37922,156551,37625,191754,,,,
37932,156545,37610,191716,,,,
37942,156535,37617,191734,,,,
37953,156533,37615,191717,,,,
37962,156533,37614,191699,,,,
37972,156526,37592,191697,,,,
37983,156525,37590,191703,,,,
37993,156511,37602,191687,,,,
38002,156511,37588,191697,,,,
38012,156523,37609,191680,,,,
38022,156536,37592,191667,,,,
38033,156511,37571,191689,,,,
38042,156520,37583,191686,,,,
38052,156491,37573,191680,,,,
38062,156481,37590,191663,,,,
38073,156479,37583,191644,,,,
38083,156453,37593,191659,,,,
38092,156472,37585,191646,,,,
38102,156476,37594,191652,,,,
38112,156479,37588,191659,,,,
38123,156501,37576,191652,,,,
38131,156486,37588,191650,,,,
38142,156498,37548,191669,,,,
38153,156498,37567,191640,,,,
38163,156516,37586,191664,,,,
38172,156475,37592,191669,,,,
38182,156471,37578,191658,,,,
38192,156497,37578,191642,,,,
38202,156475,37592,191644,,,,
38212,156478,37590,191647,,,,
38222,156463,37577,191627,,,,
38232,156481,37580,191628,,,,
38243,156455,37569,191626,,,,
38252,156455,37591,191623,,,,
38262,156450,37589,191588,,,,
38272,156440,37586,191602,,,,
38282,156468,37569,191608,,,,
38292,156472,37580,191605,,,,
38302,156459,37577,191604,,,,
38312,156466,37597,191605,,,,
38322,156459,37577,191627,,,,
38333,156466,37596,191599,,,,
38342,156462,37599,191616,,,,
38352,156464,37581,191576,,,,
38362,156454,37596,191602,,,,
38373,156473,37583,191584,,,,
38382,156464,37601,191596,,,,
38392,156467,37592,191596,,,,
38402,156442,37600,191587,,,,
38455,156442,37601,191568,,,,
38462,156449,37600,191512,,,,
38472,156443,37608,191564,,,,
38482,156422,37600,191568,,,,
38492,156467,37610,191547,,,,
38502,156420,37605,191569,,,,
38512,156463,37608,191543,,,,
38522,156464,37593,191536,,,,
38532,156460,37610,191549,,,,
38542,156433,37621,191551,,,,
38551,156461,37602,191539,,,,
38562,156466,37596,191544,,,,
38572,156456,37608,191517,,,,
38583,156488,37619,191527,,,,
38592,156455,37604,191496,,,,
38602,156481,37630,191501,,,,
38612,156449,37621,191512,,,,
38622,156462,37617,191498,,,,
38632,156437,37638,191508,,,,
38642,156447,37628,191493,,,,
38652,156437,37626,191503,,,,
38662,156471,37624,191498,,,,
38671,156471,37619,191528,,,,
38681,156457,37637,191509,,,,
38692,156454,37622,191503,,,,
38702,156417,37630,191486,,,,
38711,156460,37633,191493,,,,
38721,156438,37639,191494,,,,
38731,156471,37643,191480,,,,
38742,156472,37632,191498,,,,
38751,156462,37630,191500,,,,
38761,156481,37637,191539,,,,
38772,156478,37635,191522,,,,
38782,156509,37631,191506,,,,
38791,156525,37596,191526,,,,
38802,156506,37603,191505,,,,
38811,156499,37610,191487,,,,
38822,156529,37594,191517,,,,
38832,156501,37597,191479,,,,
38842,156494,37575,191489,,,,
38852,156488,37573,191455,,,,
38862,156473,37587,191457,,,,
38872,156490,37577,191469,,,,
38881,156486,37562,191456,,,,
38891,156486,37566,191465,,,,
38901,156504,37565,191421,,,,
38912,156476,37569,191456,,,,
38922,156500,37558,191421,,,,
38931,156480,37557,191434,,,,
38942,156501,37555,191433,,,,
38952,156469,37551,191426,,,,
38962,156475,37535,191412,,,,
38971,156476,37545,191404,,,,
38981,156494,37538,191387,,,,
38992,156481,37543,191402,,,,
39001,156483,37531,191399,,,,
39011,156473,37534,191395,,,,
39022,156459,37521,191381,,,,
39032,156466,37529,191390,,,,
39041,156467,37528,191358,,,,
39051,156458,37523,191385,,,,
39061,156482,37532,191375,,,,
39072,156486,37515,191401,,,,
39082,156474,37523,191379,,,,
39111,156478,37538,191387,,,,
39113,156461,37543,191398,,,,
39122,156464,37534,191352,,,,
39131,156465,37539,191342,,,,
39142,156445,37508,191353,,,,
39152,156474,37532,191365,,,,
39162,156445,37534,191348,,,,
39171,156444,37529,191361,,,,
39181,156471,37530,191364,,,,
39192,156472,37527,191330,,,,
39202,156452,37532,191354,,,,
39211,156453,37510,191352,,,,
39221,156460,37535,191337,,,,
39232,156440,37537,191337,,,,
39242,156461,37544,191350,,,,
39251,156449,37536,191319,,,,
39261,156441,37546,191337,,,,
39271,156436,37537,191331,,,,
39281,156430,37534,191333,,,,
39291,156450,37536,191317,,,,
39301,156459,37526,191323,,,,
39311,156442,37530,191320,,,,
39322,156415,37540,191325,,,,
39332,156435,37537,191315,,,,
39341,156431,37545,191319,,,,
39351,156439,37540,191304,,,,
39361,156441,37548,191268,,,,
39372,156419,37554,191286,,,,
39381,156421,37551,191299,,,,
39391,156424,37548,191290,,,,
39401,156413,37553,191296,,,,
39411,156446,37533,191285,,,,
39421,156427,37556,191289,,,,
39431,156443,37547,191290,,,,
39442,156430,37557,191322,,,,
39451,156439,37561,191298,,,,
39461,156429,37550,191309,,,,
39471,156454,37561,191322,,,,
39481,156450,37569,191329,,,,
39492,156459,37571,191312,,,,
39501,156460,37560,191325,,,,
39511,156474,37578,191337,,,,
39521,156467,37586,191328,,,,
39531,156457,37577,191342,,,,
39541,156493,37569,191348,,,,
39551,156486,37556,191350,,,,
39561,156492,37581,191373,,,,
39571,156496,37570,191368,,,,
39582,156502,37557,191328,,,,
39590,156499,37581,191366,,,,
39601,156500,37567,191370,,,,
39611,156500,37586,191373,,,,
39622,156510,37592,191371,,,,
39631,156528,37598,191369,,,,
39641,156510,37593,191369,,,,
39651,156518,37605,191392,,,,
39661,156540,37608,191417,,,,
39671,156547,37601,191410,,,,
39681,156552,37581,191398,,,,
39691,156562,37604,191419,,,,
39701,156568,37611,191394,,,,
39710,156553,37618,191439,,,,
39721,156588,37608,191443,,,,
39731,156596,37596,191439,,,,
39741,156581,37600,191479,,,,
39750,156614,37593,191456,,,,
39761,156613,37571,191504,,,,
39771,156625,37591,191488,,,,
39781,156619,37584,191494,,,,
39791,156612,37581,191450,,,,
39800,156631,37568,191493,,,,
39811,156619,37572,191488,,,,
39821,156631,37551,191446,,,,
39831,156630,37569,191493,,,,
39840,156634,37566,191503,,,,
39851,156639,37544,191471,,,,
39861,156627,37555,191479,,,,
39871,156634,37546,191474,,,,
39881,156651,37553,191489,,,,
39891,156651,37560,191467,,,,
39901,156633,37558,191487,,,,
39911,156649,37567,191485,,,,
39920,156649,37545,191457,,,,
39930,156681,37554,191502,,,,
39941,156680,37561,191487,,,,
39951,156671,37564,191478,,,,
39961,156658,37561,191472,,,,
39970,156674,37558,191471,,,,
39981,156670,37555,191471,,,,
39991,156682,37554,191475,,,,
40001,156673,37559,191491,,,,
40010,156681,37564,191461,,,,
40020,156687,37562,191490,,,,
40031,156700,37562,191489,,,,
40041,156699,37552,191479,,,,
40050,156710,37553,191481,,,,
40061,156704,37541,191455,,,,
40071,156717,37572,191508,,,,
40081,156721,37561,191479,,,,
40091,156715,37570,191519,,,,
40101,156743,37566,191511,,,,
40111,156741,37550,191496,,,,
40121,156737,37570,191507,,,,
40130,156747,37563,191501,,,,
40140,156740,37575,191501,,,,
40151,156748,37559,191515,,,,
40168,156736,37571,191500,,,,
40171,156766,37572,191511,,,,
40180,156763,37580,191510,,,,
40190,156772,37589,191510,,,,
40201,156773,37583,191524,,,,
40210,156769,37576,191494,,,,
40220,156777,37601,191512,,,,
40231,156789,37599,191522,,,,
40241,156805,37598,191544,,,,
40250,156780,37592,191528,,,,
40260,156817,37596,191549,,,,
40271,156825,37613,191527,,,,
40281,156846,37600,191539,,,,
40291,156837,37603,191536,,,,
40300,156838,37604,191552,,,,
40310,156835,37599,191546,,,,
40320,156855,37619,191543,,,,
40331,156861,37602,191554,,,,
40340,156833,37619,191544,,,,
40350,156840,37630,191537,,,,
40360,156865,37601,191525,,,,
40371,156848,37622,191534,,,,
40380,156864,37614,191554,,,,
40390,156865,37631,191556,,,,
40400,156891,37608,191541,,,,
40411,156899,37623,191534,,,,
40420,156892,37641,191578,,,,
40430,156920,37640,191545,,,,
40440,156893,37640,191584,,,,
40451,156902,37651,191564,,,,
40460,156905,37658,191589,,,,
40470,156923,37646,191572,,,,
40480,156893,37659,191574,,,,
40491,156904,37651,191583,,,,
40500,156912,37651,191587,,,,
40510,156931,37654,191568,,,,
40520,156917,37657,191587,,,,
40531,156910,37653,191568,,,,
40541,156925,37666,191596,,,,
40550,156935,37664,191593,,,,
40560,156949,37684,191560,,,,
40570,156934,37653,191583,,,,
40580,156947,37680,191612,,,,
40590,156962,37667,191577,,,,
40600,156948,37701,191594,,,,
40610,156959,37677,191604,,,,
40620,156963,37708,191583,,,,
40630,156977,37686,191614,,,,
40640,156993,37675,191588,,,,
40650,157002,37660,191643,,,,
40660,157009,37716,191633,,,,
40669,157012,37648,191646,,,,
40680,157013,37643,191660,,,,
40690,157017,37658,191641,,,,
40700,157011,37646,191663,,,,
40710,157001,37650,191657,,,,
40720,157004,37652,191645,,,,
40730,157005,37654,191657,,,,
40740,157010,37631,191646,,,,
40750,157006,37643,191647,,,,
40760,157025,37614,191635,,,,
40770,157012,37628,191647,,,,
40781,157002,37610,191641,,,,
40791,157020,37630,191648,,,,
40800,157002,37615,191643,,,,
40810,157000,37620,191668,,,,
40820,157031,37609,191669,,,,
40830,157031,37625,191652,,,,
40839,157021,37603,191668,,,,
40850,157046,37617,191665,,,,
40860,157030,37632,191672,,,,
40870,157044,37607,191688,,,,
40879,157038,37647,191652,,,,
40890,157033,37621,191665,,,,
40900,157016,37610,191631,,,,
40910,157016,37615,191658,,,,
40920,157000,37601,191613,,,,
40930,157001,37618,191612,,,,
40940,157000,37626,191636,,,,
40950,156999,37630,191640,,,,
40959,157003,37609,191634,,,,
40969,157005,37618,191633,,,,
40980,157008,37607,191621,,,,
40990,157005,37627,191603,,,,
41000,156969,37597,191631,,,,
41009,156997,37610,191598,,,,
41020,156967,37597,191626,,,,
41030,156990,37622,191624,,,,
41041,156992,37605,191644,,,,
41049,157009,37634,191622,,,,
41060,156978,37604,191636,,,,
41070,157006,37638,191629,,,,
41081,156989,37621,191632,,,,
41089,157004,37608,191630,,,,
41100,156985,37632,191629,,,,
41110,156988,37629,191625,,,,
41120,156974,37642,191610,,,,
41130,156973,37620,191622,,,,
41140,156968,37604,191610,,,,
41150,156986,37630,191611,,,,
41160,156985,37652,191629,,,,
41169,156974,37625,191620,,,,
41179,156971,37660,191616,,,,
41190,156958,37624,191614,,,,
41200,156960,37614,191592,,,,
41209,156958,37621,191604,,,,
41219,156954,37626,191590,,,,
41230,156966,37630,191597,,,,
41240,156954,37643,191595,,,,
41250,156944,37646,191605,,,,
41259,156956,37646,191616,,,,
41269,156960,37637,191594,,,,
41280,156956,37648,191584,,,,
41290,156943,37663,191596,,,,
41299,156960,37674,191581,,,,
41310,156930,37658,191595,,,,
41320,156947,37658,191599,,,,
41330,156933,37665,191600,,,,
41339,156940,37664,191581,,,,
41349,156956,37646,191622,,,,
41359,156957,37654,191595,,,,
41369,156947,37651,191581,,,,
41379,156939,37655,191607,,,,
41390,156937,37666,191601,,,,
41400,156927,37652,191592,,,,
41410,156916,37662,191588,,,,
41419,156925,37632,191583,,,,
41430,156931,37668,191571,,,,
41440,156918,37656,191578,,,,
41450,156901,37664,191561,,,,
41459,156907,37699,191561,,,,
41469,156910,37674,191562,,,,
41479,156885,37705,191560,,,,
41489,156909,37673,191539,,,,
41500,156890,37686,191564,,,,
41510,156896,37686,191556,,,,
41520,156882,37684,191550,,,,
41529,156892,37675,191525,,,,
41540,156881,37690,191547,,,,
41549,156892,37681,191549,,,,
41559,156894,37680,191553,,,,
41570,156890,37692,191565,,,,
41580,156885,37700,191563,,,,
41589,156906,37689,191549,,,,
41599,156894,37673,191580,,,,
41609,156893,37674,191564,,,,
41619,156928,37639,191555,,,,
41628,156912,37645,191558,,,,
41639,156904,37659,191573,,,,
41650,156909,37648,191552,,,,
41660,156901,37640,191556,,,,
41669,156885,37652,191530,,,,
41679,156884,37592,191517,,,,
41690,156875,37625,191529,,,,
41700,156876,37609,191524,,,,
41709,156867,37595,191517,,,,
41719,156868,37637,191496,,,,
41729,156851,37601,191499,,,,
41739,156849,37597,191503,,,,
41750,156837,37608,191499,,,,
41759,156852,37582,191487,,,,
41769,156843,37589,191485,,,,
41779,156837,37564,191481,,,,
41789,156843,37573,191465,,,,
41799,156849,37578,191459,,,,
41810,156831,37571,191459,,,,
41820,156802,37592,191456,,,,
41830,156811,37576,191458,,,,
41839,156820,37576,191443,,,,
41849,156800,37575,191455,,,,
41859,156799,37565,191428,,,,
41869,156799,37587,191401,,,,
41878,156788,37590,191424,,,,
41888,156784,37580,191433,,,,
41899,156784,37566,191427,,,,
41910,156782,37573,191416,,,,
41919,156787,37546,191420,,,,
41929,156772,37572,191415,,,,
41939,156786,37554,191421,,,,
41950,156766,37572,191396,,,,
41959,156776,37570,191411,,,,
41969,156776,37553,191401,,,,
41979,156756,37557,191401,,,,
41989,156759,37580,191406,,,,
41999,156764,37570,191391,,,,
42009,156745,37568,191371,,,,
42019,156753,37576,191352,,,,
42030,156743,37565,191338,,,,
42040,156719,37572,191349,,,,
42049,156723,37571,191334,,,,
42059,156715,37564,191332,,,,
42069,156707,37573,191338,,,,
42079,156723,37572,191320,,,,
42088,156709,37578,191348,,,,
42099,156732,37548,191336,,,,
42110,156718,37565,191307,,,,
42120,156699,37591,191326,,,,
42129,156708,37571,191329,,,,
42139,156684,37581,191330,,,,
42149,156700,37564,191328,,,,
42159,156689,37554,191320,,,,
42169,156685,37582,191306,,,,
42179,156705,37580,191334,,,,
42189,156690,37569,191293,,,,
42199,156685,37581,191307,,,,
42209,156657,37588,191288,,,,
42219,156679,37594,191267,,,,
42229,156663,37572,191288,,,,
42239,156646,37593,191280,,,,
42249,156675,37575,191275,,,,
42258,156662,37574,191290,,,,
42268,156665,37590,191276,,,,
42279,156661,37571,191275,,,,
42290,156655,37595,191259,,,,
42299,156631,37593,191273,,,,
42309,156649,37597,191239,,,,
42319,156630,37594,191263,,,,
42329,156639,37597,191252,,,,
42338,156639,37603,191252,,,,
42348,156618,37599,191233,,,,
42359,156613,37593,191230,,,,
42369,156616,37600,191238,,,,
42378,156619,37607,191229,,,,
42389,156593,37609,191233,,,,
42399,156617,37607,191216,,,,
42409,156599,37612,191224,,,,
42418,156615,37602,191205,,,,
42428,156589,37613,191224,,,,
42438,156609,37593,191214,,,,
42449,156604,37597,191220,,,,
42458,156613,37609,191226,,,,
42469,156603,37608,191208,,,,
42479,156598,37591,191220,,,,
42489,156589,37609,191178,,,,
42499,156587,37606,191202,,,,
42508,156596,37621,191189,,,,
42518,156597,37611,191197,,,,
42529,156571,37597,191201,,,,
42539,156570,37605,191174,,,,
42548,156566,37614,191153,,,,
42559,156554,37621,191170,,,,
42569,156549,37618,191165,,,,
42579,156578,37621,191150,,,,
42590,156575,37630,191175,,,,
42611,156589,37614,191188,,,,
42619,156590,37617,191194,,,,
42628,156586,37587,191183,,,,
42638,156592,37610,191169,,,,
42648,156592,37601,191213,,,,
42659,156601,37597,191201,,,,
42669,156599,37583,191203,,,,
42679,156600,37586,191192,,,,
42689,156608,37567,191214,,,,
42699,156577,37579,191183,,,,
42708,156600,37568,191191,,,,
42718,156600,37558,191200,,,,
42729,156576,37569,191186,,,,
42738,156598,37555,191166,,,,
42749,156598,37544,191164,,,,
42758,156601,37546,191162,,,,
42768,156593,37539,191140,,,,
42778,156595,37546,191146,,,,
42788,156571,37529,191128,,,,
42798,156573,37528,191121,,,,
42808,156571,37540,191096,,,,
42818,156558,37537,191101,,,,
42828,156571,37522,191121,,,,
42838,156567,37518,191111,,,,
42849,156570,37526,191093,,,,
42859,156570,37521,191093,,,,
42869,156579,37522,191082,,,,
42878,156569,37514,191070,,,,
42888,156570,37511,191058,,,,
42898,156552,37516,191063,,,,
42909,156556,37504,191060,,,,
42917,156576,37520,191052,,,,
42928,156582,37492,191053,,,,
42938,156581,37512,191029,,,,
42949,156589,37504,191060,,,,
42958,156583,37511,191066,,,,
42968,156598,37509,191049,,,,
42978,156596,37519,191077,,,,
42988,156593,37522,191070,,,,
42999,156606,37499,191078,,,,
43008,156609,37512,191042,,,,
43018,156590,37529,191066,,,,
43028,156585,37509,191051,,,,
43038,156606,37505,191012,,,,
43048,156578,37513,191045,,,,
43058,156583,37511,191036,,,,
43068,156551,37514,191023,,,,
43078,156568,37504,191017,,,,
43088,156578,37507,191011,,,,
43098,156570,37517,191011,,,,
43108,156575,37495,191004,,,,
43118,156573,37511,191007,,,,
43127,156583,37519,191007,,,,
43137,156574,37499,191002,,,,
43149,156598,37511,190992,,,,
43159,156580,37512,191019,,,,
43168,156597,37511,190998,,,,
43178,156564,37510,190988,,,,
43188,156576,37528,190976,,,,
43198,156579,37525,190966,,,,
43208,156564,37518,190997,,,,
43217,156558,37510,190973,,,,
43229,156542,37518,190970,,,,
43238,156548,37512,190954,,,,
43249,156553,37520,190956,,,,
43257,156546,37532,190932,,,,
43268,156545,37518,190952,,,,
43278,156553,37526,190942,,,,
43288,156555,37528,190907,,,,
43297,156550,37525,190947,,,,
43307,156557,37538,190934,,,,
43318,156539,37539,190942,,,,
43329,156527,37539,190965,,,,
43338,156553,37534,190952,,,,
43348,156558,37543,190909,,,,
43358,156540,37532,190940,,,,
43368,156560,37526,190933,,,,
43377,156541,37539,190921,,,,
43388,156539,37536,190916,,,,
43398,156548,37532,190896,,,,
43408,156508,37548,190925,,,,
43417,156541,37544,190930,,,,
43427,156541,37535,190920,,,,
43437,156533,37541,190906,,,,
43448,156528,37538,190900,,,,
43458,156538,37549,190885,,,,
43467,156522,37537,190907,,,,
43478,156522,37549,190888,,,,
43488,156510,37553,190898,,,,
43498,156507,37533,190886,,,,
43507,156500,37551,190888,,,,
43517,156534,37555,190885,,,,
43528,156540,37549,190871,,,,
43538,156527,37552,190863,,,,
43547,156493,37536,190874,,,,
43557,156518,37567,190867,,,,
43567,156527,37558,190892,,,,
43578,156516,37537,190884,,,,
43588,156507,37569,190882,,,,
43598,156536,37557,190874,,,,
43608,156529,37558,190894,,,,
43618,156547,37565,190890,,,,
43627,156569,37558,190902,,,,
43637,156558,37554,190926,,,,
43647,156551,37553,190923,,,,
43658,156578,37541,190904,,,,
43668,156565,37536,190919,,,,
43678,156578,37529,190926,,,,
43688,156557,37529,190890,,,,
43698,156539,37518,190900,,,,
43708,156574,37491,190902,,,,
43717,156581,37523,190902,,,,
43727,156566,37511,190895,,,,
43737,156562,37506,190891,,,,
43747,156581,37503,190917,,,,
43757,156583,37482,190909,,,,
43768,156582,37502,190895,,,,
43778,156581,37499,190906,,,,
43788,156572,37496,190895,,,,
43797,156567,37475,190881,,,,
43807,156572,37476,190876,,,,
43817,156547,37485,190879,,,,
43828,156576,37473,190870,,,,
43837,156563,37476,190844,,,,
43847,156555,37475,190861,,,,
43857,156563,37473,190859,,,,
43867,156556,37472,190839,,,,
43877,156551,37470,190832,,,,
43887,156540,37467,190803,,,,
43897,156507,37475,190816,,,,
43908,156548,37468,190800,,,,
43917,156532,37464,190783,,,,
43927,156519,37476,190792,,,,
43937,156524,37473,190795,,,,
43947,156523,37466,190797,,,,
43958,156534,37470,190803,,,,
43967,156563,37475,190796,,,,
43977,156559,37471,190789,,,,
43988,156538,37478,190795,,,,
43998,156560,37469,190796,,,,
44007,156538,37477,190801,,,,
44017,156544,37466,190769,,,,
44027,156556,37469,190772,,,,
44037,156539,37481,190794,,,,
44046,156534,37475,190775,,,,
44057,156537,37464,190792,,,,
44067,156527,37479,190779,,,,
44077,156558,37436,190775,,,,
44086,156543,37471,190777,,,,
44097,156555,37461,190778,,,,
44110,156530,37459,190767,,,,
44118,156534,37458,190756,,,,
44127,156552,37470,190776,,,,
44137,156537,37465,190761,,,,
44147,156518,37473,190763,,,,
44158,156528,37481,190735,,,,
44167,156506,37477,190757,,,,
44177,156519,37476,190737,,,,
44187,156495,37487,190733,,,,
44197,156525,37487,190718,,,,
44207,156516,37480,190732,,,,
44217,156512,37491,190753,,,,
44227,156523,37481,190711,,,,
44238,156506,37493,190739,,,,
44248,156521,37491,190713,,,,
44257,156526,37469,190723,,,,
44267,156500,37481,190733,,,,
44277,156514,37495,190749,,,,
44288,156535,37495,190765,,,,
44297,156527,37498,190752,,,,
44307,156529,37502,190768,,,,
44317,156555,37493,190765,,,,
44327,156557,37487,190767,,,,
44337,156558,37513,190762,,,,
44347,156554,37495,190803,,,,
44357,156562,37514,190781,,,,
44367,156584,37510,190818,,,,
44376,156583,37498,190806,,,,
44387,156593,37514,190808,,,,
44397,156580,37512,190842,,,,
44407,156581,37509,190824,,,,
44416,156590,37528,190844,,,,
44429,156573,37527,190836,,,,
44437,156604,37512,190849,,,,
44447,156585,37523,190855,,,,
44457,156601,37544,190856,,,,
44467,156612,37515,190863,,,,
44477,156606,37525,190815,,,,
44487,156604,37546,190856,,,,
44497,156628,37543,190885,,,,
44506,156616,37541,190867,,,,
44517,156629,37534,190890,,,,
44527,156629,37546,190885,,,,
44537,156629,37542,190908,,,,
44546,156648,37551,190897,,,,
44557,156655,37566,190931,,,,
44567,156667,37543,190921,,,,
44577,156668,37552,190921,,,,
44586,156671,37564,190931,,,,
44597,156696,37541,190964,,,,
44607,156709,37542,190958,,,,
44617,156700,37545,190982,,,,
44626,156704,37543,190986,,,,
44637,156712,37530,190980,,,,
44646,156718,37513,190993,,,,
44657,156714,37531,190965,,,,
44666,156719,37520,190985,,,,
44676,156723,37515,190982,,,,
44686,156726,37509,190988,,,,
44697,156728,37514,190976,,,,
44707,156728,37520,190997,,,,
44716,156730,37513,190993,,,,
44726,156713,37517,191002,,,,
44737,156738,37512,191005,,,,
44747,156713,37509,190997,,,,
44756,156729,37495,191021,,,,
44766,156715,37510,191018,,,,
44777,156746,37510,191012,,,,
44787,156743,37504,191018,,,,
44796,156757,37513,191029,,,,
44806,156726,37492,191015,,,,
44817,156749,37512,191021,,,,
44827,156738,37504,191017,,,,
